25,Fiber Optic Sensors,"Is a sensor that uses optical fiber either as the sensing element ('intrinsic sensors'), or as a means of relaying signals from a remote sensor to the electronics that process the signals ('extrinsic sensors')",https://www.tanotis.com/products/omron-industrial-automation-e32-d11l-2m-fiber-optic-sensor-cable-diffuse-general-purpose-e32-series-400-mm?gclid=EAIaIQobChMI-7W00pj_2AIVkxOPCh3Prg4sEAYYASABEgIY5_D_BwE&variant=40689297488,https://en.wikipedia.org/wiki/Fiber_optic_sensor,"Rs. 11,204.61",No,NULL,NULL,NULL,NULL,oil,"Tunnels,Dams,Buildings  and  Bridges,..etc",/static/img/oil5.jpg
26,Pyroelectric Sensors,For measuring repetitive pulse energies and average powers at pulse rates up to 25000 pulses per second and pulse widths up to 20 ms.,https://www.tanotis.com/products/murata-ira-e700st0-pir-sensor-pyroelectric-dual-type-2-vdc-15-vdc-45-deg-ira-series?gclid=EAIaIQobChMIyNTX-6D_2AIVS4WPCh2ZxQwPEAQYASABEgIc7fD_BwE&variant=40263859536,http://www.infratec.in/sensor-division/sensor-division-knowledge/sensor-division-keywords/pyroelectric-detector.html,Rs. 533.85,No,NULL,5m to 12m,NULL,NULL,energy,"Intrusion sensor,Light control,Temperature measurement,..etc.",/static/img/energy1.jpg
27,Photodiode Energy Sensors,"For very low energy pulsed lasers, as low as 200 pj.",https://www.amazon.in/CUSTOM-Infrared-Photodiode-Thermal-Sensor/dp/B00B063TAG/ref=sr_1_19?ie=UTF8&qid=1517483310&sr=8-19&keywords=photodiode+sensor,https://en.wikipedia.org/wiki/Photodiode,"  Rs.  5,640.61",No,NULL,NULL,NULL,NULL,energy,"Used in consumer electronics devices, consumer devices like clock radios, camera light meters, and street lights, photoconductors, etc",/static/img/energy2.jpg
28,EnergyMax Sensors,"It enables laser pulse energy measurement over a broader range of wavelengths, repetition rates, pulse energies and beam diameters.",https://www.edmundoptics.com/lasers/laser-measurement/laser-power-meters/j-25mb-le-energymax-sensor-25muj-50mj-db25/,https://www.coherent.com/measurement-control/main/energymax-laser-sensors,"$1,460.00",No,NULL,190 nm to 2.1 æm,NULL,NULL,energy,Reliable Connections indoor and outdoor,/static/img/energy3.jpg
29,Vernier Energy Sensor,"To quantify voltage, current, power, and energy output of small wind turbines and solar panels.",https://www.vernier.com/products/sensors/energy-sensors/ves-bta/,https://inds.co.uk/files/education/manual/Vernier_Energy_Sensor.pdf,$108,No,NULL, 2-5V,NULL,NULL,energy,"Wind Turbines, Solar Panels...etc",/static/img/energy4.jpg
30,Optical Sensors,"It uses light to measure soil properties. The sensors measure different frequencies of light reflectance in near-infrared, mid-infrared, and polarized light spectrums.",http://www.rhydolabz.com/sensors-weather-sensors-c-137_147/compact-optical-dust-sensor-module-gp2y1010au0-p-1882.html?gclid=EAIaIQobChMI7dy_7ZiH2QIVRYqPCh2qcAReEAYYASABEgLPLvD_BwE&zenid=26a0ca554349f8389faef4a68f31b1ca,https://en.wikipedia.org/wiki/Electro-optical_sensor,Rs 879,No,NULL,NULL,NULL,NULL,agri,Military and law enforcement,/static/img/agri1.jpg
31,Electrochemical Sensors,They provide key information required in precision agriculture: pH and soil nutrient levels.,https://www.alibaba.com/product-detail/Electrochemical-SO2-Gas-Sensor-Sulfur-Dioxide_60492518749.html?spm=a2700.7724857.main07.7.4801a35fM6xX8N&s=p,http://www.delphian.com/electrochemical%20sensors.htm,US $0.01-100 ,No,NULL,NULL,NULL,NULL,agri,Nanoparticles,/static/img/agri2.jpg
32,Dielectric Soil Moisture Sensors,It assesses moisture levels by measuring the dielectric constant (an electrical property that changes depending on the amount of moisture present) in the soil.,https://www.amazon.in/KitsGuru-Moisture-Sensor-Module-Arduino/dp/B00XU8MJ4E?tag=googinhydr18418-21&tag=googinkenshoo-21&ascsubtag=a9b9e2ae-53ee-4af5-a24b-a9c2eb938f12,http://ucmanagedrought.ucdavis.edu/PDF/DROUGHT_WEB%20_DIELECTRIC.pdf,Rs. 160,No,NULL,NULL,NULL,NULL,agri,Soil Moisture Detection,/static/img/agri3.jpg
33,Soil Humidity Sensor Hygrometer AR605,"This is a simple water sensor, can be used to detect soil moisture .Module Output is high level when the soil moisture deficit, or output is low. It can be used in module plant watering device, and the plants in your garden no need people to manage.",http://rees52.com/217-soil-moisture-senor-module-model-3-5s-5v-dc.html,NULL,? 190.00,Yes,NULL,NULL,NULL,NULL,agri,Measure soil moisture,/static/img/agri5.jpg
35,MA2400xA series thermal sensors.,"It use with the ML2430, ML2480 and ML2490 series power meters. These sensors provide excellent power measurement accuracy over 50 dB of dynamic range.",https://www.anritsu.com/en-IN/test-measurement/products/ma24106a,https://www.anritsu.com/en-US/test-measurement/products/ma2400xa,NULL,No,NULL,10 MHz - 18 GHz,NULL,NULL,power,Traffic Applications,/static/img/power1.jpg
36,MA24106A power sensor,"It is a USB power sensor that eliminates the need of a traditional power meter. It is a highly accurate, standalone instrument that communicates with a PC via USB.",https://www.anritsu.com/en-IN/test-measurement/products/ma24105a,https://www.anritsu.com/en-IN/test-measurement/products/ma24105a,NULL,No,NULL,NULL,NULL,NULL,power,Lab-quality Measurements,/static/img/power2.jpg
37,MA2411B pulse power sensors,"They are designed for use with the ML2480 and ML2490 series power meters. These sensors are used for pulse profiling and provide peak, crest factor, average power, rise time, fall time, maximum power, minimum power and statistical data of wideband signals.",https://mcs-testequipment.com/product/anritsu-ma2411b-pulse-power-sensor/,https://mcs-testequipment.com/product/anritsu-ma2411b-pulse-power-sensor/,NULL,No,NULL,NULL,NULL,NULL,power,Wide video bandwidth of 65 MHz.,/static/img/power3.jpg
38,MA244XD standard diode sensors,"They are designed for use with the ML2430, ML2480 and ML2490 series power meters. They are designed for high dynamic range, high accuracy CW and TDMA measurements.",https://www.anritsu.com/en-IN/test-measurement/products/ma244xd-series,https://www.anritsu.com/en-IN/test-measurement/products/ma244xd-series,NULL,No,NULL,NULL,NULL,NULL,power,Power supply,/static/img/power4.jpg
39,Alarm Sensors,They are the devices that ultimately detect a burglars unauthorized presence in your home and enable your alarm system to set off sirens and alert authorities that a break in has occurred.,https://www.ebay.in/itm/272738236295?aff_source=Sok-Goog,https://en.wikipedia.org/wiki/Alarm_sensor,Rs. 786.00,No, LEACH,433MHz,NULL,NULL,home,"Passive Infrared Motion Detectors,Ultrasonic Detectors, Microwave Detectors,..etc",/static/img/home1.jpg
40,Smart Thermostat,"It gives you control over the heating and cooling in your home from any locations, but they windmill also help us to save money by monitoring the temperature and humidity inside and outside of our home.",https://www.amazon.in/Generic-Temperature-Controller-Thermostat-MHC-1000/dp/B01EE3NNLG?tag=googinhydr18418-21&tag=googinkenshoo-21&ascsubtag=a9b9e2ae-53ee-4af5-a24b-a9c2eb938f12,https://en.wikipedia.org/wiki/Smart_thermostat,"Rs. 1,730.00",No,NULL,30m,NULL,NULL,home,SoCalGas,/static/img/home2.jpg
41,Video doorbell,It is also a theft deterrent sensor. This cool device allows us to see who is at our door from your smart phone.,https://shop.ring.com/products/video-doorbell,https://en.wikipedia.org/wiki/Doorbell,$179.00,No,NULL,300 m,NULL,NULL,home,Home Application,/static/img/home3.jpg
42,Leak/moisture detection,"These sensors alert you to leaks in your home so it can fix the problem immediately and not after the damage has been done. The sensor can be placed around water heaters, dishwashers, refrigerators, sinks, sump pumps and anything at risk for water leakage.",https://www.ebay.com/p/Water-Leak-Alarm-Flood-Level-Overflow-Detector-Sensor-Home-Security-US-Stock/22012282636?iid=322996871826,http://smarthome.reviewed.com/best-right-now/best-smart-water-leak-detectors,$4.98,No,NULL,30 m,NULL,NULL,home,Home Application,/static/img/home4.jpg
43,Fire/CO detection,"It could lead to property damage and harm to the people inside. Since CO is odorless and undetectable without assistance, a detector can be a life saver, especially when it is connected to an emergency monitoring service.",https://www.aliexpress.com/fire-co-alarm_reviews.html,https://en.wikipedia.org/wiki/Carbon_monoxide_detector,US $6.98,No,NULL, 300 m,NULL,NULL,home,"Home Application, Industrial Safety, etc",/static/img/home5.jpg
44,Throttle Position Sensor,It is a variable resistor that changes value based on throttle movement. ,https://www.amazon.in/s/?ie=UTF8&keywords=throttle+position+sensor&tag=googinhydr1-21&index=automotive&hvadid=192840383483&hvpos=1t1&hvnetw=g&hvrand=13638154479106173393&hvpone=&hvptwo=&hvqmt=b&hvdev=c&hvdvcmdl=&hvlocint=&hvlocphy=1007779&hvtargid=kwd-20665102630&ref=pd_sl_1fhao2xmay_b,https://en.wikipedia.org/wiki/Throttle_position_sensor,"? 6,245",No,NULL,1.5 inches,NULL,NULL,auto,Motion Control Applications?,/static/img/auto1.jpg
45,Manifold Absolute Pressure Sensor,It supplies engine load information to the engine control module. ,https://www.amazon.com/09359409-Manifold-Absolute-Pressure-Sensor/dp/B01MQ24QPY,https://en.wikipedia.org/wiki/MAP_sensor,$19.99,No,NULL,0.5-3.0 volts,NULL,NULL,auto,On-Board Diagnostics,/static/img/auto2.jpg
46,Engine Coolant Temperature Sensor,It is used by the on-board computer system to determine engine temperature. ,https://www.ebay.com/itm/Engine-Coolant-Water-Temp-Sensor-Temperature-Sender-Fits-GMC-Pontiac-Saab-Saturn-/222577510758,https://en.wikipedia.org/wiki/Engine_coolant_temperature_sensor,US $9.49,No,NULL,2V to 3V,NULL,NULL,auto,Used inside vehicles,/static/img/auto3.jpg
47,Mass Air Flow Sensor,It is located between the air cleaner and the throttle body. It is used by the control module to measure the volume of air entering the engine.,https://www.ebay.com/itm/Engine-Coolant-Water-Temp-Sensor-Temperature-Sender-Fits-GMC-Pontiac-Saab-Saturn-/222577510758,https://en.wikipedia.org/wiki/Mass_flow_sensor,"   Rs. 2,180.99",No,NULL,1 - 5V,NULL,NULL,auto,"Respirators for medical applications, Controlled breathing apparatus and Non-automotive combustion systems",/static/img/auto4.jpg
48,Crankshaft Position Sensor,It is used by the control module to calculate engine speed and cylinder position. The control module uses this information for fuel delivery and ignition control.,https://www.ebay.in/itm/222584567829?aff_source=Sok-Goog,https://en.wikipedia.org/wiki/Crankshaft_position_sensor,Rs. 672.00,No,NULL,NULL,NULL,NULL,auto,Used in Vehicles,/static/img/auto5.jpg
49,Camshaft position Sensor,It is used by the control module to determine the position of the number one cylinder. This information is most commonly used by the control module as a reference point to begin sequential fuel injection operation.,https://www.ebay.in/itm/222729044901?aff_source=Sok-Goog,https://en.wikipedia.org/wiki/Camshaft,Rs. 670.00,No,NULL,NULL,NULL,NULL,auto,Used in Vehicles,/static/img/auto6.jpg
50,EGR Temperature Sensor,It is a thermistor that is used by the control module to verify EGR flow.,https://www.amazon.co.uk/Quality-Ultrsonic-Coolant-Temperature-RE537871/dp/B0739LFZDF,https://en.wikipedia.org/wiki/Exhaust_gas_temperature_gauge,œ54.99 ,No,NULL, 200-300 øF,NULL,NULL,auto,Used for tuning turbo-equipped cars,/static/img/auto7.jpg
51,Boost Pressure Sensor,It is used in turbocharged engines to provide air pressure information and air and fuel ratios in order to regulate engine performance. ,https://www.amazon.com/Bosch-Original-Equipment-0261230090-Temperature/dp/B00BJLGI8M/ref=sr_1_3?s=automotive&ie=UTF8&qid=1517216704&sr=1-3&keywords=BOOST+PRESSURE+SENSOR,http://autoditex.com/page/boost-pressure-sensor-bps-24-1.html,$55.02,No,NULL,Pressure range:10kPa to 350kPa,NULL,NULL,auto,"Automatives, Medical Applications, etc.",/static/img/auto8.jpg
53,Magnetic Sensors,Senses change in earths magnetic field when vehicle enters the sensor zone because vehicles chassis has ferrous materials which produce the change,https://www.mouser.in/Sensors/Magnetic-Sensors/_/N-6g7q4,http://www.windmill.co.uk/vehicle-sensing.html,? 13.88,No,NULL,1 kHz to 100. kHz.,NULL,NULL,transport,"Better parking spot, Traffic Control, Accident avoidance",/static/img/trans2.jpg
54,Piezoelectric Sensors,Change in voltage can be used to detect and count vehicles.,http://www.rhydolabz.com/sensors-flex-force-c-137_143/piezo-element-p-834.html?gclid=EAIaIQobChMIzLnV9bXj2AIVlxSPCh0E7g_mEAQYASABEgJ-rPD_BwE&zenid=206300fac694a8d87b67d2b03acefa53,http://www.windmill.co.uk/vehicle-sensing.html,Rs 99,No,NULL,3 or 10 Hz,NULL,NULL,transport,"Medical, aerospace, nuclear instrumentation",/static/img/trans3.jpg
55,Radar Sensors,Detecting distant objects and determining their position and speed of movement.,https://www.ebay.in/itm/173052171399?aff_source=Sok-Goog,http://www.windmill.co.uk/vehicle-sensing.html,Rs. 135.00,No,NULL,24 GHz,NULL,NULL,transport,Driverless Vehicle,/static/img/trans4.jpg
1,RF receiver for active RFID (Sunrom),"This RF Receiver listens on 433 Mhz frequency for our Active rfids transmitter tags. When valid tag is detected in its range of around 25 meters, it outputs a unique 16 bit ID of the tag in serial ASCII data format at 9600 bps baud rate. It supports as many as 64 tags in same premises.",http://www.sunrom.com/p/rf-receiver-for-active-rfid,file:///C:/Users/HP/Downloads/sunrom-227686%20(1).pdf,Rs.300,Yes,RF,25m,Active,NULL,assetTag,"Race timing,Attendee Tracking,Logistics & Supply Chain Visibility.. etc",\static\img\assettag1.jpg
56,Leddar,"Used in many areas of ITS, providing valuable and unique sensing capabilities to various systems and new applications, improving transportation systems on a global scale.
",https://store.leddartech.com/,"https://leddartech.com/app/uploads/dlm_uploads/2016/09/SpecSheets-LeddarM16-290517-web.pdf
",$299.00,No,NULL, 0 to 100 meters (325 ft.),NULL,NULL,transport,"Traffic signal monitoring and control, Automated speed measurement, Automated tolling, Vehicle profiling and classification, Smart parking occupancy sensing.",/static/img/trans1.jpg
57,Soil moisture sensor," Soil moisture sensors measure the volumetric water content in soil. Since the direct gravimetric measurement of free soil moisture requires removing, drying, and weighting of a sample, soil moisture sensors measure the volumetric water content indirectly by using some other property of the soil, such as electrical resistance, dielectric constant, or interaction with neutrons, as a proxy for the moisture content.",https://www.amazon.in/KitsGuru-Moisture-Sensor-Module-Arduino/dp/B00XU8MJ4E/ref=sr_1_1?ie=UTF8&qid=1521176722&sr=8-1&keywords=Soil+moisture+sensor&dpID=41hZ9sL3UCL&preST=_SX342_QL70_&dpSrc=srch,https://en.wikipedia.org/wiki/Soil_moisture_sensor,Rs.150.00,No,Null, 0 to 45%,Null,Null,agri,Used in any horticulture crop under irrigation,/static/img/agri.jpg
58,Soil Temperature and Humidity Sensor SHT20,"The sensor includes a temperature/humidity sensor module in a sinter metal mesh encasing. The casing is weatherproof and will keep water from seeping into the body of the sensor and damaging it, but allows air to pass through so that it can measure the humidity (moisture) of the soil.",https://www.amazon.in/Rishil-World-Bluetooth-Temperature-Humidity/dp/B07BG1NHRR/ref=sr_1_2?s=industrial&ie=UTF8&qid=1521178161&sr=1-2&keywords=soil+temperature+sensor+probe&dpID=41TvV3DtFCL&preST=_SY300_QL70_&dpSrc=srch,https://www.makerfabs.com/index.php?route=product/product&product_id=384,"Rs.2,644.00",No,Null,3-3.7V,Null,Null,agri,Used in measuring temperature and humidity of particular area,/static/img/agri7.jpg
59,Hall effect sensor MH183,MH183KUA is a unipolar Hall effect sensor IC. It incorporates advanced chopper stabilization technology to provide accurate and stable magnetic switch points.,http://www.rhydolabz.com/sensors-magnetic-rpm-c-137_149/hall-effect-sensormh183-unipolar-p-391.html ,https://www.rhydolabz.com/sensors-magnetic-rpm-c-137_149/hall-effect-sensormh183-unipolar-p-391.html,Rs 64,Yes,Null,2.5V-25V,Null,Null,home,Door opening alarm,/static/img/home6.jpg
60,PIR sensor (motion detection),"PIR sensors allow you to sense motion, almost always used to detect whether a human has moved in or out of the sensors range. ",http://www.rhydolabz.com/sensors-ir-pir-sensors-c-137_150/pir-motion-detection-sensor-hcsr501-p-1512.html ,https://www.elprocus.com/pir-sensor-basics-applications/,Rs.95.00,Yes,Null,4.5V- 20V,null,Null,energy,Current sensing,/static/img/energy5.jpg
61,Alcohol sensor MQ3,"It is suitable for detecting alcohol concentration on your breath, just like your common breathalyzer. It has a high sensitivity and fast response time.",http://www.rhydolabz.com/sensors-gas-sensors-c-137_140/alcohol-sensor-mq303a-p-998.html ,https://www.sparkfun.com/products/8880,$4.95,Yes,Null,0-3.3V ,Null,Null,oil,Gas leakage detection,/static/img/oil6.jpg
62,Gas sensor MQ2,"The Grove - Gas Sensor(MQ2) module is useful for gas leakage detection (home and industry). It is suitable for detecting H2, LPG, CH4, CO, Alcohol, Smoke or Propane. ",http://www.rhydolabz.com/sensors-gas-sensors-c-137_140/flammable-gas-smoke-sensor-mq2-p-502.html ,http://wiki.seeed.cc/Grove-Gas_Sensor-MQ2/,Rs.170.00,Yes,Null,5v,Null,Null,oil,Gas leakage detection,/static/img/oil7.jpg
63,LPG sensor MQ6,It is suitable for sensing LPG (composed of mostly propane and butane) concentrations in the air. The MQ-6 can detect gas concentrations anywhere from 200 to 10000ppm.,http://www.rhydolabz.com/sensors-gas-sensors-c-137_140/lpg-gas-sensor-mq6-p-317.html,https://www.sparkfun.com/products/9405,$4.95,Yes,Null,Null,Null,Null,oil,Gas leakage detection,/static/img/oil8.jpg
64,IR proximity sensor,In a Proximity Sensor an IR LED and a Photodiode is used to find a obstacles . The IR LED transmits light in forward direction when an obstacle is ahead the light reflects and the Photodiode is activated by this method Obstacle is detected.,https://elementzonline.com/ir-infrared-proximity-obstacle-sensor-module-95 ,http://www.instructables.com/id/IR-Proximity-Sensor-1/,Rs. 165.00,Yes,Null,Null,Null,Null,energy,It measures the heat being emitted by an object and detecting motion.,/static/img/energy6.jpg
68,Light sensors(LDR),An LDR is a component that has a (variable) resistance that changes with the light intensity that falls upon it. This allows them to be used in light sensing circuits,http://www.amazon.in/KitsGuru-LDR-Dependent-Register-resistor/dp/B010M6KIKI?tag=googinhydr18418-21&tag=googinkenshoo-21&ascsubtag=d43aa36a-9321-42d2-b4d1-8e0e712310e5 ,https://www.kitronik.co.uk/blog/how-an-ldr-light-dependent-resistor-works/,Rs. 10.00,Yes,Null,Null,Null,Null,energy,"",/static/img/energy7.jpg
69,Pressure sensor,A pressure sensor is a device for pressure measurement of gases or liquids.,http://www.rhydolabz.com/sensors-weather-sensors-c-137_147/mpl3115a2-altitudepressure-sensor-breakout-p-1230.html ,https://en.wikipedia.org/wiki/Pressure_sensor,Rs 3999,Yes,Null,Null,Null,Null,oil,"",/static/img/oil9.jpg
74,Muscle sensor ,For measuring muscle activity by detecting its electric potential,http://www.rhydolabz.com/sensors-other-sensors-c-137_148/myoware-muscle-sensor-p-2177.html?gclid=EAIaIQobChMIz-f70Ly71wIVUyUrCh1KqgAjEAQYASABEgJszvD_BwE&zenid=b9709e270095b5c24abb302b2d26a89e,https://www.sparkfun.com/products/13723,$37.95,Yes,Null,Null,Null,Null,health,Sign Language Interpretaion,/static/img/health10.jpg
75,Strain gauge,A Strain gauge (sometimes refered to as a Strain gage) is a sensor whose resistance varies with applied force.,https://www.amazon.in/Strain-Gauge-350%C2%B10-3-x2126-G-F-2-11%C2%B11/dp/B07567N4B3?tag=googinhydr18418-21&tag=googinkenshoo-21&ascsubtag=a0dcb3eb-ecd8-4e7a-a8a9-7763fb5b7f7a,https://www.omega.co.uk/prodinfo/StrainGauges.html,Rs. 895.00 ,Yes,Null,Null,Null,Null,energy,"",/static/img/energy8.jpg
